pipeline	percId	majorRef	minorReft	noMajorRef	noMinorRef	noBinMajorRef	noBinMinorRef	noBinJunk	noBinRand	time	memory	mappedRef	acutalRef	mismatches	indels	length	alnLength	ins	del	Duplicated
allReads	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	9271.00	12914.00	2.00	4.00	691.95	434928.00	JN382187-ORF2	JN382187-ORF2	1.00	4.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	8749.00	12894.00	2.00	3.00	97.58	404784.00	JN382187-ORF2	JN382187-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	134.00	4.00	0.00	0.00	97.58	404784.00	JN382187-ORF2	JN382189-ORF2	0.00	5.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	199.00	2.00	0.00	0.00	97.58	404784.00	JN382187-ORF2	JN382189-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	8375.00	12308.00	0.00	0.00	113.06	411352.00	JN382187-ORF2	JN382187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	290.00	1.00	0.00	0.00	113.06	411352.00	JN382187-ORF2	JN382189-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	4154.00	5718.00	0.00	0.00	1770.69	407616.00	JN382187-ORF2	JN382187-ORF2	1.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	JN382189-ORF2	JN382187-ORF2	14787.00	14666.00	378.00	40.00	0.00	0.00	1770.69	407616.00	JN382187-ORF2	JN382189-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	8778.00	12164.00	2.00	2.00	531.63	426956.00	KP231118-ORF2	KP231118-ORF2	10.00	8.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	8275.00	13.00	1.00	0.00	132.20	412136.00	JN382187-ORF2	JN382189-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	51.00	12121.00	1.00	2.00	132.20	412136.00	KP231118-ORF2	KP231118-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	161.00	8.00	0.00	0.00	132.20	412136.00	JN382187-ORF2	JN382189-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	8114.00	9.00	0.00	0.00	122.29	406152.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	8.00	11649.00	0.00	0.00	122.29	406152.00	KP231118-ORF2	KP231118-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	5137.00	1.00	0.00	0.00	1764.40	409032.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	JN382189-ORF2	KP231118-ORF2	14068.00	14066.00	1.00	5724.00	0.00	0.00	1764.40	409032.00	KP231118-ORF2	KP231118-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	7681.00	12625.00	3.00	3.00	627.58	485868.00	FJ804417-ORF2	FJ804417-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	58.00	12593.00	3.00	3.00	118.58	418808.00	FJ804417-ORF2	FJ804417-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	6455.00	3.00	0.00	0.00	118.58	418808.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	1054.00	2.00	0.00	0.00	118.58	418808.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	10.00	12082.00	0.00	0.00	122.09	409544.00	FJ804417-ORF2	FJ804417-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	7140.00	3.00	0.00	0.00	122.09	409544.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	2.00	5993.00	0.00	0.00	1675.33	407480.00	FJ804417-ORF2	FJ804417-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.30	KP081538-ORF2	FJ804417-ORF2	14528.00	14570.00	3935.00	2.00	0.00	0.00	1675.33	407480.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	7254.00	11563.00	0.00	1.00	641.97	432416.00	KY806003-ORF2	KY806003-ORF2	3.00	7.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	6149.00	4.00	0.00	0.00	114.20	418332.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	107.00	11511.00	0.00	1.00	114.20	418332.00	KY806003-ORF2	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	6760.00	3.00	0.00	0.00	125.55	411036.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	68.00	11188.00	0.00	0.00	125.55	411036.00	KY806003-ORF2	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	3966.00	1.00	0.00	0.00	1566.22	409996.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KP081538-ORF2	KY806003-ORF2	13651.00	13780.00	0.00	5513.00	0.00	0.00	1566.22	409996.00	KY806003-ORF2	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	11092.00	12401.00	2.00	2.00	783.71	472776.00	KP081542-ORF2	KP081542-ORF2	2.00	3.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	46.00	12356.00	1.00	2.00	119.96	407904.00	KP081542-ORF2	KP081542-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	143.00	17.00	0.00	0.00	119.96	407904.00	MH341484-ORF2	KP081541-ORF2	4.00	3.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	10740.00	15.00	1.00	0.00	119.96	407904.00	MH341484-ORF2	KP081541-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	13.00	11881.00	0.00	0.00	124.21	409908.00	KP081542-ORF2	KP081542-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	10454.00	20.00	0.00	0.00	124.21	409908.00	MH341484-ORF2	KP081541-ORF2	2.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	2.00	5857.00	0.00	0.00	1905.29	410052.00	KP081542-ORF2	KP081542-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.60	KP081541-ORF2	KP081542-ORF2	14413.00	14384.00	5506.00	2.00	0.00	0.00	1905.29	410052.00	MH341484-ORF2	KP081541-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	12923.00	11546.00	3.00	0.00	757.25	624424.00	KP081542-ORF2	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	12883.00	51.00	0.00	0.00	104.05	408272.00	KP081542-ORF2	KP081542-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	8.00	11155.00	3.00	0.00	104.05	408272.00	MH341484-ORF2	KP081541-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	12371.00	10.00	0.00	0.00	122.95	404372.00	KP081542-ORF2	KP081542-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	13.00	10919.00	0.00	0.00	122.95	404372.00	MH341484-ORF2	KP081541-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	5830.00	5.00	0.00	0.00	1915.75	408720.00	KP081542-ORF2	KP081542-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.50	KP081542-ORF2	KP081541-ORF2	14962.00	14947.00	2.00	5817.00	0.00	0.00	1915.75	408720.00	MH341484-ORF2	KP081541-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	12428.00	8876.00	1.00	4.00	673.39	440144.00	KP231118-ORF2	KP231118-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	10.00	8341.00	1.00	0.00	119.95	407300.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	12395.00	58.00	0.00	4.00	119.95	407300.00	KP231118-ORF2	KP231118-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	9.00	179.00	0.00	0.00	119.95	407300.00	JN382187-ORF2	JN382189-ORF2	1.00	5.00	0.00	0.00	0.00	0.00	TRUE
newPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	16.00	8313.00	0.00	0.00	139.68	410292.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	11885.00	13.00	0.00	0.00	139.68	410292.00	KP231118-ORF2	KP231118-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	7.00	5255.00	0.00	0.00	1863.51	408952.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	KP231118-ORF2	JN382189-ORF2	14351.00	14172.00	6059.00	5.00	0.00	0.00	1863.51	408952.00	KP231118-ORF2	KP231118-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	6145.00	12490.00	1.00	3.00	442.76	428360.00	KX098762-ORF2	KX098762-ORF2	0.00	6.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	5782.00	4.00	0.00	1.00	102.37	408292.00	JF683403-ORF2	KR868575-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	54.00	12466.00	1.00	2.00	102.37	408292.00	KX098762-ORF2	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	5804.00	1.00	0.00	0.00	120.01	412016.00	JF683403-ORF2	KR868575-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	19.00	12022.00	0.00	0.00	120.01	412016.00	KX098762-ORF2	KX098762-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	4090.00	0.00	0.00	0.00	1569.48	409672.00	JF683403-ORF2	KR868575-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	KR868575-ORF2	KX098762-ORF2	14120.00	14146.00	3.00	5963.00	0.00	0.00	1569.48	409672.00	KX098762-ORF2	KX098762-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	2401.00	12782.00	2.00	0.00	450.08	438956.00	KX510064-ORF2	KX510064-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	484.00	4.00	0.00	0.00	135.51	405800.00	KX510064-ORF2	KT867860-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	534.00	4.00	1.00	0.00	135.51	405800.00	KX510064-ORF2	KT867860-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	1020.00	12763.00	1.00	0.00	135.51	405800.00	KX510064-ORF2	KX510064-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	1206.00	8.00	0.00	0.00	135.04	406156.00	KX510064-ORF2	KT867860-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	948.00	12266.00	0.00	0.00	135.04	406156.00	KX510064-ORF2	KX510064-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	1059.00	19.00	0.00	0.00	1389.23	407448.00	KX510064-ORF2	KT867860-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	KT867860-ORF2	KX510064-ORF2	14509.00	14526.00	108.00	6201.00	0.00	0.00	1389.23	407448.00	KX510064-ORF2	KX510064-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	KT867952-ORF2	AB462385-ORF2	14475.00	14565.00	7256.00	9069.00	0.00	0.00	750.91	416076.00	HQ202949-ORF2	KT867952-ORF2	5.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	KT867952-ORF2	AB462385-ORF2	14475.00	14565.00	7032.00	8868.00	0.00	0.00	83.34	405840.00	HQ202949-ORF2	KT867952-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	KT867952-ORF2	AB462385-ORF2	14475.00	14565.00	103.00	136.00	0.00	0.00	83.34	405840.00	HQ202949-ORF2	AB462385-ORF2	3.00	7.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	KT867952-ORF2	AB462385-ORF2	14475.00	14565.00	6913.00	8685.00	0.00	0.00	86.78	408228.00	HQ202949-ORF2	AB462385-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	KT867952-ORF2	AB462385-ORF2	14475.00	14565.00	1856.00	3587.00	0.00	0.00	1538.52	409872.00	HQ202949-ORF2	AB462385-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	KT867952-ORF2	AB462385-ORF2	14475.00	14565.00	2412.00	1554.00	0.00	0.00	1538.52	409872.00	HQ202949-ORF2	KT867952-ORF2	1.00	2.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	3242.00	6546.00	1.00	1.00	249.58	438376.00	JF683403-ORF2	KR868575-ORF2	1.00	9.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	98.00	6206.00	1.00	1.00	107.93	409320.00	JF683403-ORF2	KR868575-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	2563.00	40.00	0.00	0.00	107.93	409320.00	KT868187-ORF2	KT867958-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	2931.00	209.00	0.00	0.00	111.98	407632.00	KT868187-ORF2	KT867958-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	85.00	6025.00	0.00	0.00	111.98	407632.00	JF683403-ORF2	KR868575-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	2038.00	40.00	0.00	0.00	996.12	408380.00	KT868187-ORF2	KT867958-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KT867958-ORF2	KR868575-ORF2	14929.00	14961.00	28.00	4375.00	0.00	0.00	996.12	408380.00	JF683403-ORF2	KR868575-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	12560.00	4990.00	2.00	2.00	264.01	426076.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	1.00	184.00	0.00	0.00	71.78	410444.00	KT868187-ORF2	AB512130-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	12539.00	4557.00	2.00	2.00	71.78	410444.00	KT868187-ORF2	KT868187-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	1.00	161.00	0.00	0.00	91.24	411204.00	KT868187-ORF2	AB512130-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	12083.00	4412.00	0.00	0.00	91.24	411204.00	KT868187-ORF2	KT868187-ORF2	0.00	4.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	5755.00	1072.00	0.00	0.00	1536.61	410096.00	KT868187-ORF2	KT868187-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	KT868187-ORF2	AB512130-ORF2	14480.00	14649.00	152.00	1902.00	0.00	0.00	1536.61	410096.00	KT868187-ORF2	AB512130-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	12539.00	12565.00	2.00	0.00	823.97	491628.00	HQ202949-ORF2	HQ202949-ORF2	7.00	18.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	21.00	12490.00	1.00	0.00	77.07	409024.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	12496.00	39.00	1.00	0.00	77.07	409024.00	KT868187-ORF2	KT868187-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	11.00	12063.00	0.00	0.00	106.61	411688.00	HQ202949-ORF2	HQ202949-ORF2	2.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	12061.00	12.00	0.00	0.00	106.61	411688.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	2.00	6176.00	0.00	0.00	2003.27	409892.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KT868187-ORF2	HQ202949-ORF2	14380.00	14455.00	5961.00	3.00	0.00	0.00	2003.27	409892.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	12235.00	12224.00	2.00	3.00	708.25	424692.00	JF683403-ORF2	JF683403-ORF2	4.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	33.00	12161.00	1.00	0.00	80.63	408892.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	12172.00	32.00	1.00	3.00	80.63	408892.00	KT868187-ORF2	KT868187-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	10.00	11716.00	0.00	0.00	100.78	407760.00	JF683403-ORF2	JF683403-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	11735.00	9.00	0.00	0.00	100.78	407760.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	3.00	5616.00	0.00	0.00	1905.59	413536.00	JF683403-ORF2	JF683403-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	KT868187-ORF2	JF683403-ORF2	14063.00	13980.00	5717.00	2.00	0.00	0.00	1905.59	413536.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	9260.00	6433.00	2.00	0.00	490.35	425228.00	JF683403-ORF2	KR868575-ORF2	6.00	4.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	9069.00	211.00	1.00	0.00	99.69	406044.00	HQ202949-ORF2	KT868365-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	38.00	6071.00	1.00	0.00	99.69	406044.00	JF683403-ORF2	KR868575-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	8810.00	194.00	0.00	0.00	92.76	408524.00	HQ202949-ORF2	KT868365-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	23.00	5932.00	0.00	0.00	92.76	408524.00	JF683403-ORF2	KR868575-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	5781.00	27.00	0.00	0.00	1549.00	407940.00	HQ202949-ORF2	KT868365-ORF2	0.00	4.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KT868365-ORF2	KR868575-ORF2	14762.00	14703.00	4.00	4325.00	0.00	0.00	1549.00	407940.00	JF683403-ORF2	KR868575-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	2794.00	8104.00	0.00	1.00	441.85	480728.00	HQ202949-ORF2	DQ629114-ORF2	1.00	3.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	27.00	7914.00	0.00	1.00	107.82	405588.00	HQ202949-ORF2	DQ629114-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	1452.00	32.00	0.00	0.00	107.82	405588.00	KX098762-ORF2	KT868374-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	10.00	7641.00	0.00	0.00	109.87	411096.00	HQ202949-ORF2	DQ629114-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	2542.00	96.00	0.00	0.00	109.87	411096.00	KX098762-ORF2	KT868374-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	4.00	5373.00	0.00	0.00	1172.97	408648.00	HQ202949-ORF2	DQ629114-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.40	KT868374-ORF2	DQ629114-ORF2	14570.00	14458.00	1530.00	7.00	0.00	0.00	1172.97	408648.00	KX098762-ORF2	KT868374-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	KT868437-ORF2	KX828216-ORF2	14528.00	14342.00	2856.00	12679.00	0.00	0.00	536.56	429932.00	KX828216-ORF2	KX828216-ORF2	0.00	4.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KT868437-ORF2	KX828216-ORF2	14528.00	14342.00	984.00	1.00	0.00	0.00	131.60	408352.00	NA	KT868437-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	2.00	KT868437-ORF2	KX828216-ORF2	14528.00	14342.00	1120.00	0.00	0.00	0.00	131.60	408352.00	NA	KT868437-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
