Program	fastqFile	Computer	readsInFastq	extractionSize	readsExtracted	Replicate	Threads	ElapsedTime	CPUKernTime	CPUserTime	MaxResidentMemoryInKb	PercentCPU
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	2.00	1.00	14.80	3.31	11.48	297532.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	3.00	1.00	17.22	4.50	12.77	626472.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	3.00	2.00	15.56	4.25	13.25	544916.00	112%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	3.00	3.00	15.29	4.53	13.15	558832.00	115%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	3.00	1.00	14.66	3.70	10.95	297512.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	3.00	1.00	14.87	3.31	11.55	297472.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	4.00	1.00	17.31	4.44	12.93	632736.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	4.00	2.00	15.82	4.52	13.19	549548.00	111%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	4.00	3.00	15.53	4.55	13.61	532488.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	4.00	1.00	14.80	3.70	11.09	297540.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	4.00	1.00	14.78	3.35	11.43	297532.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	5.00	1.00	17.38	4.35	13.09	573416.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	5.00	2.00	15.66	4.67	12.89	556084.00	112%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	5.00	3.00	15.33	4.56	13.33	548812.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	5.00	1.00	14.79	3.62	11.17	297516.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	5.00	1.00	14.78	3.29	11.49	297536.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	6.00	1.00	17.07	4.33	12.78	576640.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	6.00	2.00	15.59	4.61	12.88	542416.00	112%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	6.00	3.00	15.52	4.56	13.36	554028.00	115%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	6.00	1.00	14.63	3.37	11.26	297520.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	6.00	1.00	14.86	3.53	11.32	297476.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	7.00	1.00	17.52	4.51	13.06	606152.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	7.00	2.00	15.72	4.59	12.99	554124.00	111%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	7.00	3.00	15.59	4.46	13.74	549260.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	7.00	1.00	14.75	3.57	11.17	297472.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	7.00	1.00	14.82	3.41	11.40	297512.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	8.00	1.00	17.38	4.25	13.19	576260.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	8.00	2.00	15.68	4.58	13.00	562704.00	112%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	8.00	3.00	15.37	4.74	13.08	559720.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	8.00	1.00	14.71	3.39	11.32	297524.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	8.00	1.00	14.81	3.44	11.36	297504.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	9.00	1.00	17.20	4.59	12.66	557392.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	9.00	2.00	15.47	4.68	12.68	552128.00	112%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	9.00	3.00	15.43	4.49	13.44	552076.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	9.00	1.00	14.80	3.42	11.37	297536.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	9.00	1.00	14.85	3.47	11.38	297504.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	10.00	1.00	17.40	4.51	12.93	631344.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	10.00	2.00	15.51	4.43	12.97	535824.00	112%
seqkit	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	10.00	3.00	15.40	4.51	13.29	555516.00	115%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	10.00	1.00	14.71	3.66	11.04	297480.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	2110988.00	2110988.00	10.00	1.00	14.87	3.35	11.52	297536.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	1.00	1.00	20.00	5.61	14.34	717284.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	1.00	2.00	21.28	6.71	15.07	606476.00	102%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	1.00	3.00	18.69	5.64	15.07	602216.00	110%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	1.00	1.00	18.90	5.00	12.65	396732.00	93%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	1.00	1.00	19.12	4.65	12.87	396716.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	2.00	1.00	23.15	6.29	15.51	702868.00	94%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	2.00	2.00	19.38	5.86	14.85	606352.00	106%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	2.00	3.00	19.06	6.11	14.95	600080.00	110%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	2.00	1.00	17.28	4.53	12.33	396816.00	97%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	2.00	1.00	20.46	4.78	13.42	396788.00	88%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	3.00	1.00	20.75	5.68	14.62	711104.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	3.00	2.00	20.58	6.20	14.98	606696.00	102%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	3.00	3.00	17.44	5.78	14.66	607612.00	117%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	3.00	1.00	19.14	4.96	12.59	396784.00	91%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	3.00	1.00	17.86	4.70	12.38	396720.00	95%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	4.00	1.00	21.56	5.67	14.79	701824.00	94%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	4.00	2.00	20.82	6.20	15.28	607496.00	103%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	4.00	3.00	18.88	5.67	14.85	604228.00	108%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	4.00	1.00	17.29	4.62	12.25	396728.00	97%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	4.00	1.00	20.23	5.13	12.94	396768.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	5.00	1.00	20.33	5.43	14.85	708904.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	5.00	2.00	20.21	6.51	14.78	613640.00	105%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	5.00	3.00	18.21	5.66	14.89	600508.00	112%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	5.00	1.00	16.72	4.42	12.18	396800.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	5.00	1.00	19.30	5.21	12.76	396716.00	93%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	6.00	1.00	20.55	5.64	14.62	715404.00	98%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	6.00	2.00	17.71	5.71	14.35	609716.00	113%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	6.00	3.00	19.45	6.30	15.07	599208.00	109%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	6.00	1.00	17.06	4.36	12.29	396788.00	97%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	6.00	1.00	16.88	4.31	12.47	396724.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	7.00	1.00	23.17	6.52	15.19	709980.00	93%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	7.00	2.00	18.12	5.34	14.78	610304.00	111%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	7.00	3.00	17.52	5.68	14.74	606520.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	7.00	1.00	19.04	5.21	12.55	396796.00	93%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	7.00	1.00	17.10	4.61	12.25	396856.00	98%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	8.00	1.00	20.14	5.64	14.46	705396.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	8.00	2.00	17.68	5.31	14.68	620332.00	113%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	8.00	3.00	18.93	6.08	14.76	610396.00	110%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	8.00	1.00	17.05	4.65	12.26	396800.00	99%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	8.00	1.00	17.35	4.48	12.45	396788.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	9.00	1.00	22.39	6.40	14.92	706508.00	95%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	9.00	2.00	18.03	5.62	14.84	612292.00	113%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	9.00	3.00	17.62	5.82	14.59	596412.00	115%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	9.00	1.00	17.04	4.42	12.34	396804.00	98%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	9.00	1.00	18.20	4.43	12.76	396736.00	94%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	10.00	1.00	22.45	6.47	14.87	698428.00	95%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	10.00	2.00	19.00	5.52	14.93	618152.00	107%
seqkit	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	10.00	3.00	17.64	5.55	15.04	600072.00	116%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	10.00	1.00	20.14	5.29	12.93	396800.00	90%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3015697.00	3015697.00	10.00	1.00	16.88	4.26	12.40	396772.00	98%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	1.00	1.00	23.04	6.70	16.28	1323716.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	1.00	2.00	25.52	9.34	16.59	1158472.00	101%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	1.00	3.00	27.01	9.02	17.56	1138416.00	98%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	1.00	1.00	25.17	6.56	14.59	462528.00	84%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	1.00	1.00	23.13	6.41	14.18	462508.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	2.00	1.00	30.95	9.58	18.25	1312252.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	2.00	2.00	27.63	9.29	17.23	1165620.00	95%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	2.00	3.00	24.53	8.61	16.89	1122912.00	103%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	2.00	1.00	22.61	6.79	13.73	462508.00	90%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	2.00	1.00	26.49	7.80	14.64	462472.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	3.00	1.00	31.53	10.09	18.08	1309980.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	3.00	2.00	25.28	8.33	16.68	1154812.00	98%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	3.00	3.00	27.19	8.90	17.23	1129784.00	96%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	3.00	1.00	24.62	7.13	14.29	462520.00	87%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	3.00	1.00	24.73	7.25	14.46	462468.00	87%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	4.00	1.00	25.24	7.51	16.90	1327656.00	96%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	4.00	2.00	26.58	8.76	17.18	1148960.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	4.00	3.00	25.59	8.81	17.38	1134760.00	102%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	4.00	1.00	21.86	6.34	13.63	462472.00	91%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	4.00	1.00	26.84	7.12	14.69	462516.00	81%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	5.00	1.00	30.71	9.12	18.52	1319492.00	90%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	5.00	2.00	26.64	9.07	17.13	1161004.00	98%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	5.00	3.00	25.08	8.16	17.19	1129916.00	101%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	5.00	1.00	24.46	6.71	14.23	462512.00	85%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	5.00	1.00	25.20	7.74	14.34	462464.00	87%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	6.00	1.00	27.87	8.86	16.69	1320060.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	6.00	2.00	25.63	7.93	17.04	1169992.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	6.00	3.00	25.29	8.59	17.06	1132712.00	101%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	6.00	1.00	23.76	6.89	14.28	462536.00	89%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	6.00	1.00	21.63	6.15	13.76	462532.00	92%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	7.00	1.00	30.19	9.35	18.34	1313684.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	7.00	2.00	25.37	8.63	16.55	1145180.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	7.00	3.00	26.09	8.72	17.19	1141180.00	99%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	7.00	1.00	23.82	6.71	14.10	462508.00	87%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	7.00	1.00	26.23	7.66	14.58	462508.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	8.00	1.00	29.07	8.90	17.63	1300828.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	8.00	2.00	23.72	8.21	16.62	1155548.00	104%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	8.00	3.00	26.27	9.24	17.25	1135040.00	100%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	8.00	1.00	21.88	6.00	13.81	462496.00	90%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	8.00	1.00	23.86	6.87	13.83	462528.00	86%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	9.00	1.00	29.88	9.26	18.13	1305432.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	9.00	2.00	25.50	8.13	16.83	1169488.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	9.00	3.00	25.57	8.65	17.00	1137336.00	100%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	9.00	1.00	24.24	6.75	14.10	462512.00	86%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	9.00	1.00	25.23	6.81	14.51	462468.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	10.00	1.00	32.38	9.86	18.42	1258360.00	87%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	10.00	2.00	26.98	8.82	17.38	1173024.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	10.00	3.00	22.28	8.14	16.35	1131284.00	109%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	10.00	1.00	25.46	6.86	14.53	462504.00	84%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	3618837.00	3618837.00	10.00	1.00	24.03	7.03	14.26	462456.00	88%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	1.00	1.00	25.83	7.80	17.87	1280320.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	1.00	2.00	30.21	10.07	19.57	1113656.00	98%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	1.00	3.00	28.23	9.77	19.18	1091520.00	102%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	1.00	1.00	26.65	7.81	15.13	627072.00	86%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	1.00	1.00	27.63	7.97	15.54	627120.00	85%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	2.00	1.00	34.94	10.84	19.97	1195312.00	88%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	2.00	2.00	28.34	9.98	18.81	1098132.00	101%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	2.00	3.00	27.72	9.95	18.82	1095600.00	103%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	2.00	1.00	29.70	8.64	15.76	627132.00	82%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	2.00	1.00	28.00	7.93	15.77	627132.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	3.00	1.00	34.01	10.74	20.19	1273340.00	90%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	3.00	2.00	31.34	10.55	19.15	1118016.00	94%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	3.00	3.00	28.07	9.94	19.01	1101620.00	103%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	3.00	1.00	27.56	8.42	14.97	627120.00	84%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	3.00	1.00	28.69	8.02	15.90	627132.00	83%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	4.00	1.00	32.40	10.18	19.83	1186056.00	92%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	4.00	2.00	31.85	10.54	19.38	1086988.00	93%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	4.00	3.00	29.75	10.13	19.43	1102284.00	99%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	4.00	1.00	27.78	8.65	15.04	627100.00	85%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	4.00	1.00	28.74	8.27	15.71	627200.00	83%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	5.00	1.00	33.67	10.86	19.43	1213488.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	5.00	2.00	29.54	9.63	18.98	1114456.00	96%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	5.00	3.00	28.63	10.20	19.36	1101816.00	103%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	5.00	1.00	29.05	8.64	15.80	627064.00	84%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	5.00	1.00	27.26	8.22	15.45	627132.00	86%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	6.00	1.00	32.45	10.17	19.50	1217608.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	6.00	2.00	28.70	10.01	18.81	1044020.00	100%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	6.00	3.00	29.15	10.42	19.17	1094476.00	101%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	6.00	1.00	29.39	8.60	15.48	627132.00	81%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	6.00	1.00	26.59	7.90	15.13	627132.00	86%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	7.00	1.00	32.94	10.29	19.36	1205260.00	90%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	7.00	2.00	28.14	10.08	18.72	1083428.00	102%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	7.00	3.00	29.51	10.65	19.26	1097368.00	101%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	7.00	1.00	28.98	8.31	15.45	627132.00	81%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	7.00	1.00	28.11	8.11	15.61	627196.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	8.00	1.00	31.31	9.50	18.99	1267712.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	8.00	2.00	30.37	10.20	19.22	1088612.00	96%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	8.00	3.00	28.67	10.15	19.36	1092976.00	102%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	8.00	1.00	30.01	8.51	15.68	627132.00	80%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	8.00	1.00	29.50	8.81	15.82	627072.00	83%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	9.00	1.00	34.75	10.91	19.75	1173012.00	88%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	9.00	2.00	30.66	10.66	18.92	1093568.00	96%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	9.00	3.00	30.09	10.16	19.49	1103336.00	98%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	9.00	1.00	29.16	8.27	15.88	627132.00	82%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	9.00	1.00	28.23	8.30	15.47	627136.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	10.00	1.00	33.65	10.24	19.97	1193676.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	10.00	2.00	29.01	9.95	18.85	1047140.00	99%
seqkit	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	10.00	3.00	28.35	10.48	18.95	1097724.00	103%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	10.00	1.00	28.88	8.52	15.48	627132.00	83%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	4523546.00	4523546.00	10.00	1.00	28.07	8.48	15.29	627124.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	1.00	1.00	34.27	10.50	20.88	1278460.00	91%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	1.00	2.00	32.78	10.89	20.36	1097456.00	95%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	1.00	3.00	31.48	11.13	20.28	1106760.00	99%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	1.00	1.00	30.50	9.29	16.33	693156.00	84%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	1.00	1.00	29.81	9.02	16.14	693192.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	2.00	1.00	35.23	11.28	20.41	1311516.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	2.00	2.00	31.95	10.93	20.04	1107580.00	96%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	2.00	3.00	29.51	10.67	20.22	1103792.00	104%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	2.00	1.00	30.12	8.83	16.15	693128.00	82%
fqGetIdsMem	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	2.00	1.00	29.20	8.77	15.87	692812.00	84%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	3.00	1.00	35.19	10.52	20.83	1287144.00	89%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	3.00	2.00	32.69	11.04	20.73	1115968.00	97%
seqkit	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	3.00	3.00	32.74	11.00	20.68	1104956.00	96%
fqGetIds	UP9-all.fastq	fastIO	6031394.00	5126685.00	5126685.00	3.00	1.00	30.73	8.83	16.38	693184.00	82%
